iata,icao,latitude,longitude,name,iso_country
GLP,AYUP,-5.2808,141.5411,Gulgubip Airport,PG
UPR,AYUR,-8.5411,142.6503,Upiara Airport,PG
KUX,AYUY,-5.372361111110001,141.623888889,Kuyol Airport,PG
UVO,AYUZ,-6.0178,150.9557,Uvol Airport,PG
TLW,AYVL,-5.2726,150.0089,Talasea Airport,PG
TCJ,AYVM,-4.0165,143.1329,Torembi Airport,PG
VAI,AYVN,-2.6926,141.3028,Vanimo Airport,PG
TON,AYVO,-6.6552,155.4326,Tonu Airport,PG
WUV,AYVW,-1.73611111111,142.836666667,Wuvulu Island Airport,PG
WAO,AYWB,-6.98944444444,145.075111111,Wabo Airport,PG
WTT,AYWC,-6.1325,146.467777778,Wantoat Airport,PG
WBM,AYWD,-5.635293,143.892231,Wapenamanda Airport,PG
WAJ,AYWF,-6.9523,142.6557,Wawoi Falls Airport,PG
AGL,AYWG,-9.3375,149.155556,Wanigela Airport,PG
WNU,AYWH,-4.8961,145.3213,Wanuma Airport,PG
WBC,AYWJ,-9.3376,150.5093,Wapolu Airport,PG
WWK,AYWK,-3.58383011818,143.669006348,Wewak International Airport,PG
WOA,AYWO,-6.796861111110001,145.891944444,Wonenara Airport,PG
WKN,AYWQ,-5.8603,155.2223,Wakunai Airport,PG
WSU,AYWS,-5.96170944919,147.19822526,Wasu Airport,PG
WTP,AYWT,-8.545833,147.2525,Woitape Airport,PG
WUG,AYWU,-7.345556,146.718611,Wau Airport,PG
YVD,AYXE,-7.548,146.188,Yeva Airport,PG
SMJ,AYXI,-7.75,146.9273,Sim Airport,PG
TLO,AYXO,-4.98083019257,152.009994507,Tol Airport,PG
WPM,AYXP,-8.78822,142.882004,Wipim Airport,PG
WEP,AYXW,-8.6184,141.1381,Weam Airport,PG
AYY,AYY,6.86,81.82388888890002,Arugam Bay SPB,LK
KYX,AYYE,-6.09,147.0117,Yalumet Airport,PG
YEQ,AYYK,-5.10972222222,143.917666667,Yenkis(Yankisa) Airport,PG
TCK,AYYL,-4.0949,143.3838,Tinboli Airport,PG
LNF,AYYM,-4.855941,141.220165,Munbil Airport,PG
RAX,AYYO,-9.632916666669997,148.048055556,Oram Airport,PG
KPE,AYYP,-4.6280555555600005,141.094166667,Yapsiei Airport,PG
KSX,AYYR,-6.6015,146.1813,Yasuru Airport,PG
ZEN,AYZA,-6.9522222222200005,146.61625,Zenag Airport,PG
SWR,AYZI,-4.5298888888899995,153.054444444,Silur Airport,PG
WUM,AYZM,-6.0491,149.337,Wasum Airport,PG
SIZ,AYZN,-2.99944444444,142.0445,Sissano Airport,PG
OSG,AYZS,-2.91555555556,141.297305556,Ossima Airport,PG
ZXT,AZ-0001,40.494884,49.977065,Zabrat Airport,AZ
HAE,AZ15,36.191600799599996,-113.092002869,Lava Falls Heliport,US
AZB,AZB,-10.2991666667,149.338333333,Amazon Bay Airport,PG
BAJ,BAJ,-4.8833333333299995,149.133333333,Bali Airport,PG
BCW,BCW,-21.8533,35.438301,Benguera Island Airport,MZ
BCZ,BCZ,-13.780833333299999,136.201666667,Milyakburra Airport,AU
JAM,BG-JAM,42.454899,26.3522,Bezmer Air Base,BG
JEG,BGAA,68.721802,-52.784698,Aasiaat Airport,GL
AOQ,BGAG,72.88703,-55.596287,Aappilattoq Heliport,GL
AGM,BGAM,65.612296,-37.618335,Tasiilaq Heliport,GL
LLU,BGAP,60.46445,-45.56917,Alluitsup Paa Heliport,GL
QUV,BGAQ,60.148357,-44.286916,Aappilattoq Heliport,GL
JRK,BGAR,61.176828,-48.419698,Arsuk Heliport,GL
QUW,BGAS,60.597376,-45.382445,Ammassivik Heliport,GL
QGQ,BGAT,67.940663,-53.62187,Attu Heliport,GL
UAK,BGBW,61.15958,-45.42469,Narsarsuaq Airport,GL
JCH,BGCH,68.822816,-51.173447,Qasigiannguit Heliport,GL
CNP,BGCO,70.743103,-22.650499,Neerlerit Inaat Airport,GL
QFG,BGET,60.61972,-45.914062,Eqalugaarsuit Heliport,GL
QFN,BGFD,60.004694,-44.656935,Narsarmijit Heliport,GL
JGR,BGGD,61.22896,-48.09698,Kangilinnguit Heliport,GL
GOH,BGGH,64.191066,-51.67914,Nuuk International Airport,GL
JGO,BGGN,69.251182,-53.514876,Qeqertarsuaq Heliport,GL
IKE,BGIA,70.498145,-51.303084,Ikerasak Heliport,GL
QFI,BGIG,68.14583,-53.16916,Iginniarfik Heliport,GL
QRY,BGIK,68.140881,-53.441459,Ikerassaarsuk Heliport,GL
XIQ,BGIL,69.080915,-51.114315,Ilimanaq Heliport,GL
IUI,BGIN,73.199895,-56.010817,Innarsuit Heliport,GL
IOQ,BGIS,65.547792,-38.976552,Isortoq Heliport,GL
QJI,BGIT,68.634253,-51.832262,Ikamiut Heliport,GL
JAV,BGJN,69.243202,-51.057098,Ilulissat Airport,GL
QPW,BGKA,68.312657,-53.460208,Kangaatsiaq Heliport,GL
KUS,BGKK,65.573601,-37.1236,Kulusuk Airport,GL
KUZ,BGKM,65.863935,-36.997919,Kuummiut Heliport,GL
KHQ,BGKQ,74.57805,-57.226828,Kullorsuaq Heliport,GL
KGQ,BGKS,72.381092,-55.536586,Kangersuatsiaq Heliport,GL
QJE,BGKT,68.857926,-53.123295,Kitsissuarsuit Heliport,GL
IOT,BGLL,71.241944,-53.562877,Illorsuit Heliport,GL
JSU,BGMQ,65.412498,-52.9394,Maniitsoq Airport,GL
JNN,BGNN,60.141884,-45.232977,Nanortalik Heliport,GL
JUU,BGNQ,71.538769,-53.205038,Nuugaatsiaq Heliport,GL
JNS,BGNS,60.917283,-46.059923,Narsaq Heliport,GL
NIQ,BGNT,70.789385,-53.662945,Niaqornat Heliport,GL
NSQ,BGNU,74.109853,-57.065037,Nuussuaq Heliport,GL
JFR,BGPT,62.014736,-49.670937,Paamiut Airport,GL
PQT,BGQE,69.995861,-51.300917,Qeqertaq Heliport,GL
NAQ,BGQQ,77.488602,-69.388702,Qaanaaq Airport,GL
QJH,BGQT,60.780959,-47.156249,Qassimiut Heliport,GL
OBY,BGSC,70.488229,-21.97168,Ittoqqortoormiit Heliport,GL
SFJ,BGSF,67.010446,-50.715294,Kangerlussuaq International Airport,GL
SGG,BGSG,65.90592,-36.378254,Sermiligaaq Heliport,GL
SRK,BGSI,77.786517,-70.638657,Siorapaluk Heliport,GL
QOQ,BGSO,60.537778,-46.024722,Saarloq Heliport,GL
JHS,BGSS,66.951302,-53.729301,Sisimiut Airport,GL
SAE,BGST,70.811172,-51.63129,Saattut Heliport,GL
SVR,BGSV,76.018613,-65.117683,Savissivik Heliport,GL
TQA,BGTA,73.373055,-56.06028,Tasiusaq Heliport,GL
THU,BGTL,76.53063,-68.700541,Pituffik Space Base,GL
TQI,BGTN,65.892027,-37.783409,Tiniteqilaaq Heliport,GL
XEQ,BGTQ,60.194305,-44.813447,Tasiusaq Heliport,GL
JUV,BGUK,72.790199,-56.1306,Upernavik Airport,GL
UMD,BGUM,70.680428,-52.11163,Uummannaq Heliport,GL
JQA,BGUQ,70.7342,-52.696201,Qaarsut Airport,GL
JUK,BGUT,71.049438,-51.890016,Ukkusissat Heliport,GL
BHL,BHL,28.9786,-113.560997,Bahía de los Ángeles Airport,MX
BHT,BHT,-23.365763,141.562947,Brighton Downs Airport,AU
AEY,BIAR,65.656573,-18.072018,Akureyri International Airport,IS
BIU,BIBD,65.641296,-23.5462,Bildudalur Airport,IS
BGJ,BIBF,65.516769,-13.81578,Borgarfjörður eystri Airport,IS
BLO,BIBL,65.644997,-20.2875,Blönduós Airport,IS
BXV,BIBV,64.790037,-14.043927,Breiðdalsvík Airport,IS
DJU,BIDV,64.642372,-14.277297,Djúpivogur Airport,IS
EGS,BIEG,65.2833023071289,-14.401399612426758,Egilsstaðir Airport,IS
FAG,BIFM,63.874699,-16.6411,Fagurhólsmýri Airport,IS
GUU,BIGF,64.991402,-23.224701,Grundarfjörður Airport,IS
GJR,BIGJ,65.9953,-21.3269,Gjögur Airport,IS
GRY,BIGR,66.5458,-18.0173,Grímsey Airport,IS
HVK,BIHK,65.704697,-21.6964,Hólmavík Airport,IS
HFN,BIHN,64.295601,-15.2272,Hornafjörður Airport,IS
HZK,BIHU,65.952301,-17.426001,Húsavík Airport,IS
IFJ,BIIS,66.058098,-23.1353,Ísafjörður Airport,IS
KEF,BIKF,63.985001,-22.6056,Keflavik International Airport,IS
OPA,BIKP,66.310799,-16.4667,Kópasker Airport,IS
SAK,BIKR,65.73169708249999,-19.572799682599996,Sauðárkrókur Airport,IS
NOR,BINF,65.131897,-13.7464,Norðfjörður Airport,IS
RHA,BIRE,65.45262908935547,-22.20611572265625,Reykhólar Airport,IS
OLI,BIRF,64.911377,-23.818205,Rif Airport,IS
RFN,BIRG,66.406403,-15.9183,Raufarhöfn Airport,IS
RKV,BIRK,64.128732,-21.93759,Reykjavík Domestic Airport,IS
MVA,BIRL,65.6558,-16.9181,Mývatn Airport,IS
SIJ,BISI,66.137847,-18.908157,Siglufjörður Airport,IS
SYK,BIST,65.058851,-22.764616,Stykkishólmur Airport,IS
TEY,BITE,65.8703,-23.559999,Þingeyri Airport,IS
THO,BITN,66.218459,-15.334739,Þórshöfn Airport,IS
VEY,BIVM,63.42430114746094,-20.278900146484375,Vestmannaeyjar Airport,IS
VPN,BIVO,65.720596,-14.8506,Vopnafjörður Airport,IS
BJE,BJE,11.199444444400001,28.5230555556,Baleela Airport,SD
BJQ,BJQ,19.8730555556,56.067777777799996,Bahja Airport,OM
BJT,BJT,6.431,79.996,Bentota River Waterdrome,LK
PRN,BKPR,42.5728,21.035801,Priština Adem Jashari International Airport,XK
BMQ,BMQ,-3.98138,39.73112,Bamburi Airport,KE
BNF,BNF,57.088799,-134.833146,Baranof Warm Springs Float and Seaplane Base,US
BNV,BNV,-6.426631,146.826697,Boana Airport,PG
BVL,BO-BVL,-13.654426,-63.704718,Baures Airport,BO
BOV,BOV,-3.3834,153.2812,Boang Airport,PG
BQV,BQV,58.4552,-135.884995,Bartlett Cove Seaplane Base,US
CJZ,BR-0263,-6.8827,-38.61583,Pedro Vieira Moreira Airport,BR
VDC,BR-0569,-14.907885,-40.914804,Glauber de Andrade Rocha Airport,BR
CMP,BR-1948,-9.319906,-50.328536,Santana do Araguaia Airport,BR
AAI,BR-2149,-13.025154,-46.884107,Arraias Airport,BR
ITN,BR-2152,-14.8105,-39.290401,Tertuliano Guedes de Pinho Airport,BR
LEP,BR-2171,-21.468226,-42.727076,Leopoldina Airport,BR
CPU,BR-2235,-1.820006,-44.864065,Cururupu Airport,BR
CTQ,BR-2236,-33.502038,-53.344911,Santa Vitória do Palmar Airport,BR
APY,BR-2757,-9.08533,-45.955603,Alto Parnaíba Airport,BR
JRN,BR-3086,-10.314114,-58.494877,Juruena Airport,BR
MTG,BR-3150,-14.995499,-59.945662,Vila Bela da Santíssima Trindade Airport,BR
ALT,BR-ALT,-1.917,-54.7231,Alenquer Municipal Airport,BR
NSB,BS-NSB,25.767,-79.25,Bimini North Seaplane Base,BS
BSV,BSV,-15.6725,47.061667,Besakoa Airport,MG
BTZ,BTZ,5.79,101.15,Betong International Airport,TH
HUK,BW-HUK,-23.9897,21.758101,Hukuntsi Airport,BW
BWJ,BWJ,-6.396944444440001,146.881666667,Bawan Airport,PG
BXL,BXL,-16.943,177.368,Blue Lagoon Seaplane Base,FJ
TXC,BY-0001,54.439999,30.2967,Orsha Airport - Balbasovo Air Base,BY
BYA,BYA,64.077678,-141.122088,Boundary Airport,US
BYL,BYL,7.36916666667,-9.99372222222,Bella Yella Airport,LR
BYV,BYV,6.9294444444400005,79.85416666670001,Beira Lake Seaplane Base,LK
BCV,BZ-BCV,17.269603,-88.776496,Hector Silva Airstrip,BZ
BGK,BZ-BGK,16.519369,-88.407913,Big Creek Airport,BZ
CUK,BZ-CUK,17.735015,-88.032862,Caye Caulker Airport,BZ
CYC,BZ-CYC,17.683792,-88.044985,Caye Chapel Airport,BZ
CZH,BZ-CZH,18.3822,-88.411903,Corozal Airport,BZ
DGA,BZ-DGA,16.98251,-88.230988,Dangriga Airport,BZ
INB,BZ-INB,16.53456,-88.441615,Independence Airport,BZ
MDB,BZ-MDB,16.998419,-88.318191,Melinda Airport,BZ
ORZ,BZ-ORZ,18.046767,-88.583858,H.E Alfredo Martinez (Tower Hill) Airstrip,BZ
PND,BZ-PND,16.1024,-88.808296,Punta Gorda Airport,BZ
SJX,BZ-SJX,18.3561,-88.130798,Sartaneja Airport,BZ
SPR,BZ-SPR,17.9139,-87.9711,John Greif II Airport,BZ
SQS,BZ-SQS,17.185898,-89.009936,Matthew Spain Airport,BZ
STU,BZ-STU,18.2721004486084,-88.456298828125,Santa Cruz Airport,BZ
SVK,BZ-SVK,16.728338,-88.369174,Silver Creek Airport,BZ
TZA,BZ-TZA,17.517239,-88.195775,Sir Barry Bowen Municipal Airport,BZ
BZB,BZB,-21.5411,35.4729,Bazaruto Island Airport,MZ
BZM,BZM,-17.6925,45.0888333333,Bemolanga Airport,MG
PFM,CA-0297,55.390002,-111.1198,Primrose Airport,CA
YSV,CA-0322,58.474312,-62.653999,Saglek Airport,CA
YRR,CA-0446,50.409447,-125.131617,Stuart Island Airstrip,CA
YMV,CA-0504,71.324167,-79.356944,Mary River Aerodrome,CA
YHC,CA-0841,51.669733,-128.08181,Hakai Passage Water Aerodrome,CA
YMF,CA-0923,48.89225,-123.39215,Montague Harbour Seaplane Base,CA
PYS,CA92,39.71029,-121.616528,Paradise Skypark Airport,US
YBW,CAB3,48.75,-123.233002,Bedwell Harbour Seaplane Base,CA
YTP,CAB4,49.155,-125.91,Tofino Harbour Seaplane Base,CA
CBA,CAB7,49.8636,-119.568045,Alpine Heliport,CA
ZNA,CAC8,49.169813,-123.933845,Nanaimo Harbour Water Aerodrome,CA
YZZ,CAD4,49.055599,-117.609001,Trail Regional Airport,CA
YMB,CAD5,50.122504,-120.745368,Merritt Airport,CA
YHH,CAE3,50.049999,-125.25,Campbell River Seaplane Base,CA
YWS,CAE5,50.1436004639,-122.948997498,Whistler/Green Lake Water Aerodrome,CA
YBF,CAE9,48.835967,-125.137453,Bamfield Seaplane Base,CA
YIG,CAF6,50.3923,-125.1372,Big Bay Seaplane Base,CA
CJH,CAG3,51.625797,-124.144478,Chilko Lake (Tsylos Park Lodge) Airport,CA
YPT,CAG8,49.623785,-124.024884,Pender Harbour Seaplane Base,CA
ZOF,CAH2,52.3666992188,-127.717002869,Ocean Falls Seaplane Base,CA
YCA,CAH3,49.679237,-124.98064,Courtenay Airpark,CA
CFQ,CAJ3,49.03689956665,-116.49800109863,Creston Valley Regional Airport - Art Sutcliffe Field,CA
YAA,CAJ4,52.451501,-125.303776,Anahim Lake Airport,CA
DGF,CAL3,50.1654600485,-120.171273351,Douglas Lake Airport,CA
JHL,CAL4,57.223899841299996,-111.418998718,Fort MacKay/Albian Aerodrome,CA
ZTS,CAL9,49.92,-126.655,Tahsis Seaplane Base,CA
DUQ,CAM3,48.754534,-123.709702,Duncan Airport,CA
YHS,CAP3,49.460601806599996,-123.71900177,Sechelt-Gibsons Airport,CA
YKK,CAP7,53.7999992371,-130.432998657,Kitkatla Seaplane Base,CA
ZQS,CAQ6,53.25282,-132.074214,Queen Charlotte City Seaplane Base,CA
WPL,CAQ8,49.887335,-124.53372,Powell Lake Seaplane Base,CA
XQU,CAT4,49.337456,-124.393086,Qualicum Beach Airport,CA
YMP,CAT5,50.57348,-127.027702,Port McNeill Airport,CA
YRN,CAU8,51.683985,-127.264044,Rivers Inlet Seaplane Base,CA
YTG,CAV5,50.885359,-126.831069,Sullivan Bay Seaplane Base,CA
YMU,CAV7,50.07137,-124.98362,Mansons Landing Seaplane Base,CA
YAV,CAW7,48.852241,-123.301982,Mayne Island Seaplane Base,CA
YSX,CAW8,52.150002,-128.08299,Bella Bella/Shearwater Seaplane Base,CA
YGG,CAX6,48.8545,-123.4969,Ganges Seaplane Base,CA
YTB,CAY4,53.416698,-129.25,Hartley Bay Seaplane Base,CA
YZA,CAZ5,50.775258,-121.321314,Cache Creek-Ashcroft Regional Airport,CA
ZEL,CBBC,52.185001,-128.156994,Bella Bella (Campbell Island) Airport,CA
CBC,CBC,-18.917777777800005,125.537777778,Cherrabun Airport,AU
YPB,CBS8,49.321899,-124.931,Alberni Valley Regional Airport,CA
YBO,CBW4,56.966702,-130.25,Bob Quinn Lake Airport,CA
TNS,CBX5,61.956901550293,-128.20300292969,Tungsten (Cantung) Airport,CA
TUX,CBX7,55.025001525879,-120.93499755859,Tumbler Ridge Airport,CA
YWM,CCA6,52.567377,-55.784883,Williams Harbour Airport,CA
YSO,CCD4,54.9105,-59.78507,Postville Airport,CA
YBI,CCE4,53.469836,-55.787501,Black Tickle Airport,CA
YHG,CCH4,52.765774,-56.11237,Charlottetown Airport,CA
YFX,CCK4,52.372799,-55.673901,St. Lewis (Fox Harbour) Airport,CA
YHA,CCP4,52.528099060058594,-56.28609848022461,Port Hope Simpson Airport,CA
YRG,CCZ2,54.1796989440918,-58.45750045776367,Rigolet Airport,CA
KGN,CD-0037,-6.468027,16.805012,Kasongo-Lunda Airport,CD
DVK,CDK2,64.5113983154,-110.289001465,Diavik Airport,CA
JOJ,CDL7,68.1252746582,-106.585281372,Doris Lake,CA
ZFW,CEB5,56.081401825,-118.434997559,Fairview Airport,CA
YJP,CEC4,53.319199,-117.752998,Jasper-Hinton Airport,CA
YLE,CEM3,63.131699,-117.246002,Whatì Airport,CA
YDC,CER3,53.265800476074,-114.95999908447,Drayton Valley Industrial Airport,CA
NML,CER4,57.0555992126,-111.573997498,Fort McMurray / Mildred Lake Airport,CA
CFM,CET2,55.695301,-111.278999,Conklin (Leismer) Airport,CA
KWD,CF-0012,7.964938,23.526018,Kavadja Airport,CF
GSL,CFA7,62.5980987549,-111.542999268,Taltheilei Narrows Airport,CA
XMP,CFC4,63.181098938,-130.20199585,Macmillan Pass Airport,CA
DAS,CFF4,66.703053,-119.716816,Great Bear Lake Airport,CA
YFI,CFG6,57.275833,-110.976666,Fort Mackay / Firebag,CA
YOE,CFM4,55.7094,-117.094002,Donnelly Airport,CA
TIL,CFQ4,51.057498931885,-113.62400054932,Cheadle Airport,CA
OKG,CG-OKG,-1.4483300447464,15.073300361633,Okoyo Airport,CG
CGA,CGA,55.478802,-133.147995,Craig Seaplane Base,US
CGG,CGG,16.1941,122.0651,Casiguran Airport,PH
GHK,CGK2,63.435198,-109.144812,Gahcho Kue,CA
CHP,CHP,65.485496521,-144.610992432,Circle Hot Springs Airport,US
LRQ,CJC8,56.2486000061,-101.304000854,Laurie River Airport,CA
YDJ,CJL2,58.662498474121,-103.53800201416,Hatchet Lake Airport,CA
YDU,CJL8,60.291900634766,-102.50199890137,Kasba Lake Airport,CA
YFL,CJN8,62.7,-109.167,Fort Reliance Seaplane Base,CA
XCL,CJS3,58.3911018372,-109.51599884,Cluff Lake Airport,CA
YKE,CJT3,54.915298,-94.798103,Knee Lake Airport,CA
SUR,CJV7,52.70859909057617,-88.54190063476562,Summer Beaver Airport,CA
CKD,CJX,61.870315,-158.137636,Crooked Creek Airport,US
YTT,CJY3,52.836700439453,-104.06700134277,Tisdale Airport,CA
YAX,CKB6,53.84920120239258,-89.57939910888672,Wapekeka Airport,CA
WNN,CKL3,52.893902,-89.2892,Wunnumin Lake Airport,CA
YBS,CKM8,52.6067008972,-90.3768997192,Opapimiskan Lake Airport,CA
YNO,CKQ3,52.4900016784668,-92.97109985351562,North Spirit Lake Airport,CA
CKR,CKR,48.5978,-122.9979,Crane Island Airstrip,US
CKU,CKU,60.5438995361,-145.727005005,Cordova Municipal Airport,US
YDW,CKV4,60.315719,-103.131324,North of Sixty Airport,CA
CKX,CKX,64.066495,-141.951342,Chicken Airport,US
CMT,CMT,-2.2468,-49.56,New Cametá Airport,BR
CMZ,CMZ,-17.8331,35.3341,Caia Airport,MZ
ZKL,CN-0051,29.376484,104.625789,Zigong Fengming Airport,CN
BZX,CN-0062,31.73842,106.644872,Bazhong Enyang Airport,CN
DFA,CN-0073,33.708533,110.249284,Shangluo Airport,CN
HSC,CN-0079,24.9786,113.420998,Shaoguan Danxia Airport,CN
JGS,CN-0081,26.856899,114.737,Jinggangshan Airport,CN
HNG,CN-0117,36.3367,100.480003,Hainanzhou Gonghe Airport,CN
JNH,CN-0154,30.698056,120.663056,Jiaxing Nanhu Airport,CN
DWS,CN-0157,48.38745,124.43127,Morin Dawa Banner Airport,CN
LCT,CN-0177,37.91305,114.59166,Shijiazhuang Luancheng Airport,CN
WHN,CN-0178,30.25521,114.062805,Wuhan Hannan Municipal Airport,CN
PFA,CN-0193,45.59886,126.65808,Harbin Pingfang Airport,CN
PNJ,CN-0217,37.80473,120.80954,Penglai Shahekou Airport,CN
CBZ,CN-0218,37.61055,117.885699,Binzhou Dagao General Aviation Airport,CN
DDR,CN-0236,28.604567,86.798,Shigatse Tingri Airport,CN
HQL,CN-0237,37.661333,75.288877,Tashikuergan Hongqilafu Airport,CN
HEW,CN-0238,29.122619,120.24289,Dongyang Hengdian General Airport,CN
LSG,CN-0249,29.438627,103.749218,Leshan Airport,CN
JDE,CN-0253,29.360905,119.180829,Jiande Qiandaohu General Airport,CN
HLJ,CN-0268,46.12779,125.77354,Zhaodong Beidahuang General Airport,CN
TYC,CN-0300,37.50312,112.424126,Taiyuan Yaocheng Airport,CN
WRH,CN-0329,46.01761,85.657436,Wuerhe Airport,CN
JRJ,CN-0347,25.960236,116.077016,Ganzhou Ruijin Airport,CN
APJ,CN-0354,30.397898,81.13317,Ali Pulan Airport,CN
ZFL,CN-0359,43.088477,81.223013,Zhaosu Tianma Airport,CN
YEH,CN-0362,38.588095,106.539788,Yinchuan Yueyahu Airport,CN
LCS,CN-0384,24.26652,97.9048,Longchuan Guangsong Airport,CN
LFH,CN-0385,26.64518,99.54419,Lanping Fenghua General Airport,CN
ZGN,CN-0412,22.519296,113.361307,Zhongshan Ferry Port,CN
BZJ,CN-0413,33.560777,115.911859,Bozhou Airport (under construction),CN
BKV,CN-0414,41.656944,110.3125,Bailing Airport,CN
HJB,CN-0415,42.976395,83.995543,Hejing Bayinbuluke Airport,CN
OTQ,CN-0416,38.1712,107.3905,Otog Front Banner Oljoq Airport,CN
JBK,CN-0417,44.166086,89.55014,Qitai Jiangbulake Airport,CN
ZAT,CN-0421,27.205843,103.691511,Zhaotong Zhaoyang Airport,CN
LIJ,CN-0422,28.3727,119.839,Lishui Airport,CN
YHJ,CN-0423,28.700972,116.107694,Nanchang Yaohu Airport,CN
OTO,CN-0427,39.03139,107.98889,Otog Banner Wulan Airport,CN
NAY,CN-0445,39.782158,116.386299,Beijing Nanyuan Airport,CN
BFY,CN-0476,33.166292,117.058344,Bengbu Tenghu Airport,CN
XBE,CNE3,53.965599060058594,-91.0271987915039,Bearskin Lake Airport,CA
YNP,CNH2,55.913898,-61.184399,Natuashish Airport,CA
YWR,CNJ8,48.6269,-85.223297,White River Seaplane Base,CA
YPD,CNK4,45.2575,-79.829697,Parry Sound Area Municipal Airport,CA
XBR,CNL3,44.6394004822,-75.7502975464,Brockville - Thousand Islands Regional Tackaberry Airport,CA
KIF,CNM5,53.01250076293945,-89.85530090332031,Kingfisher Lake Airport,CA
LCR,CO-LCR,-1.456361,-72.801086,Virgilio Barco Vargas (La Chorrera) Airport,CO
YEB,CPF2,46.421233,-84.096478,Bar River Airport,CA
CPI,CPI,-5.44833333333,152.081944444,Cape Orford Airport,PG
YSI,CPS9,45.173302,-80.137497,Parry Sound/Frying Pan Island-Sans Souci Seaplane Base,CA
KEW,CPV8,52.9911,-92.836403,Keewaywin Airport,CA
ACO,CR-0006,9.693365,-85.091216,Cóbano Airport,CR
KFM,CRL4,55.355598,-110.637001,Kirby Lake Airport,CA
YSA,CSB2,43.928235,-59.948986,Sable Island Airport.,CA
YLS,CSH4,49.0303001404,-77.0171966553,Lebel-sur-Quevillon Airport,CA
YNX,CSK6,63.593601,-110.905998,Snap Lake Airport,CA
SSQ,CSR8,48.917198181152,-79.178596496582,La Sarre Airport,CA
YKU,CSU2,53.805599212646484,-78.91690063476562,Chisasibi Airport,CA
ZTB,CTB6,50.674400329589844,-59.38359832763672,Tête-à-la-Baleine Airport,CA
ZKG,CTK6,50.195801,-61.2658,Kégashka Airport,CA
YWQ,CTM3,49.9434,-71.138,Chute-Des-Passes/Lac Margane Seaplane Base,CA
CTP,CTP,-1.225365,-46.019057,Carutapera Airport,BR
YAU,CTP9,61.662201,-73.321404,Donaldson Airport,CA
ZGS,CTT5,50.259553,-60.674357,La Romaine Airport,CA
YFG,CTU2,54.553901672363,-71.173301696777,Fontanges Airport,CA
ZLT,CTU5,50.8307991027832,-58.97560119628906,La Tabatière Airport,CA
CUJ,CUJ,11.8553,119.9378,Culion Airport,PH
CVL,CVL,-9.67,150.019722222,Cape Vogel Airport,PG
CXC,CXC,61.582901,-144.427002,Chitina Airport,US
YAB,CYAB,73.006101,-85.04616,Arctic Bay Airport,CA
YAC,CYAC,51.7272,-91.824402,Cat Lake Airport,CA
YAR,CYAD,53.5717010498,-76.19640350339999,La Grande-3 Airport,CA
YAG,CYAG,48.655749,-93.44349,Fort Frances Municipal Airport,CA
YAH,CYAH,53.754699707,-73.6753005981,La Grande-4 Airport,CA
YAL,CYAL,50.582199,-126.916,Alert Bay Airport,CA
YAM,CYAM,46.483216,-84.508467,Sault Ste Marie Airport,CA
XKS,CYAQ,53.52470016479492,-88.6427993774414,Kasabonika Airport,CA
YKG,CYAS,60.027199,-69.999199,Kangirsuk Airport,CA
YAT,CYAT,52.927502,-82.4319,Attawapiskat Airport,CA
YAY,CYAY,51.391909,-56.08321,St. Anthony Airport,CA
YAZ,CYAZ,49.079833,-125.775583,Tofino / Long Beach Airport,CA
YBA,CYBA,51.208222,-115.540624,Banff Airport,CA
YBB,CYBB,68.535711,-89.805508,Kugaaruk Airport,CA
YBC,CYBC,49.1325,-68.204399,Baie-Comeau Airport,CA
QBC,CYBD,52.387501,-126.596001,Bella Coola Airport,CA
YBE,CYBE,59.561401,-108.481003,Uranium City Airport,CA
YBY,CYBF,54.304199,-110.744003,Bonnyville Airport,CA
YBG,CYBG,48.330123,-70.992012,Saguenay-Bagotville Airport,CA
YBK,CYBK,64.29889678960001,-96.077796936,Baker Lake Airport,CA
YBL,CYBL,49.950802,-125.271004,Campbell River Airport,CA
XTL,CYBQ,58.706308,-98.511057,Tadoule Lake Airport,CA
YBR,CYBR,49.91,-99.951897,Brandon Municipal Airport,CA
YBT,CYBT,57.8894,-101.679001,Brochet Airport,CA
YBV,CYBV,52.358898,-97.018303,Berens River Airport,CA
YBX,CYBX,51.4436,-57.185299,Lourdes-de-Blanc-Sablon Airport,CA
YRF,CYCA,53.682501,-57.042303,Cartwright Airport,CA
YCB,CYCB,69.1081008911,-105.138000488,Cambridge Bay Airport,CA
YCC,CYCC,45.092637,-74.567724,Cornwall Regional Airport,CA
YCD,CYCD,49.05497,-123.869863,Nanaimo Airport,CA
YCE,CYCE,43.285599,-81.508301,Centralia / James T. Field Memorial Aerodrome,CA
YCG,CYCG,49.296398,-117.632004,Castlegar/West Kootenay Regional Airport,CA
YCH,CYCH,47.007801,-65.449203,Miramichi Airport,CA
XCM,CYCK,42.3064002991,-82.0819015503,Chatham Kent Airport,CA
YCL,CYCL,47.990799,-66.330299,Charlo Airport,CA
YCN,CYCN,49.10559844970703,-81.01360321044922,Cochrane Airport,CA
YCO,CYCO,67.816408,-115.14307,Kugluktuk Airport,CA
YCQ,CYCQ,55.687198638916016,-121.62699890136719,Chetwynd Airport,CA
YCR,CYCR,54.609758,-97.762442,Cross Lake (Charlie Sinclair Memorial) Airport,CA
